RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,Home_values Average_2020,Home_values Average_2021,Home_values Average_2022,Home_values Average_2023,Rental_rates Average_2020,Rental_rates Average_2021,Rental_rates Average_2022,Rental_rates Average_2023
92953,9420,79410,zip,TX,TX,Lubbock,"Lubbock, TX","$136,582.77","$155,846.50","$178,680.86","$184,509.42",$nan,$nan,"$1,349.78","$1,452.54"
92954,11859,79411,zip,TX,TX,Lubbock,"Lubbock, TX","$77,464.51","$92,131.55","$106,953.65","$112,880.88",$nan,$nan,"$1,228.28","$1,219.36"
92955,7687,79412,zip,TX,TX,Lubbock,"Lubbock, TX","$94,040.63","$105,694.60","$119,539.52","$126,593.15",$nan,$nan,$971.99,$928.16
92956,5399,79413,zip,TX,TX,Lubbock,"Lubbock, TX","$147,934.68","$164,662.36","$187,017.62","$193,946.94",$nan,"$1,407.77","$1,415.59","$1,436.47"
92957,6622,79414,zip,TX,TX,Lubbock,"Lubbock, TX","$123,060.68","$137,360.73","$154,034.07","$159,222.94",$nan,$nan,"$1,177.54","$1,274.91"
92958,6737,79415,zip,TX,TX,Lubbock,"Lubbock, TX","$75,987.91","$84,704.15","$98,062.69","$105,379.38",,,,
92959,3105,79416,zip,TX,TX,Lubbock,"Lubbock, TX","$154,572.62","$173,422.80","$197,905.13","$203,428.85",$nan,"$1,262.75","$1,371.54","$1,407.48"
92960,1936,79423,zip,TX,TX,Lubbock,"Lubbock, TX","$176,517.43","$197,178.88","$223,659.85","$229,501.22",$nan,"$1,312.53","$1,311.13","$1,381.60"
92961,924,79424,zip,TX,TX,Lubbock,"Lubbock, TX","$224,574.65","$248,791.83","$281,077.18","$287,042.32","$1,193.97","$1,256.09","$1,575.45","$1,560.19"
92971,16744,79501,zip,TX,TX,Anson,"Abilene, TX","$80,964.69","$87,514.27","$96,413.79","$104,503.19",,,,
92972,23332,79502,zip,TX,TX,Aspermont,,$nan,$nan,"$44,893.38","$49,259.73",,,,
92974,15765,79504,zip,TX,TX,Baird,"Abilene, TX","$91,082.76","$100,559.42","$111,280.71","$114,319.00",,,,
92976,29601,79506,zip,TX,TX,Blackwell,"Sweetwater, TX",$nan,$nan,"$117,316.87","$110,311.59",,,,
92977,23990,79508,zip,TX,TX,Buffalo Gap,"Abilene, TX","$173,346.81","$199,119.80","$215,770.39","$217,242.93",,,,
92978,11521,79510,zip,TX,TX,Clyde,"Abilene, TX","$122,653.42","$136,079.09","$147,344.11","$148,539.99",,,,
92979,19917,79511,zip,TX,TX,Coahoma,"Big Spring, TX","$155,003.86","$161,621.00","$164,744.88","$166,035.81",,,,
92980,10760,79512,zip,TX,TX,Colorado City,,"$66,549.13","$74,562.39","$77,489.69","$76,922.07",,,,
92985,17853,79520,zip,TX,TX,Hamlin,"Abilene, TX","$56,264.14","$58,196.90","$62,746.79","$66,285.44",,,,
92986,15642,79521,zip,TX,TX,Haskell,,"$64,826.04","$70,820.04","$78,729.22","$81,510.51",,,,
92987,20134,79525,zip,TX,TX,Hawley,"Abilene, TX","$154,074.92","$179,288.02","$205,819.90","$205,498.32",,,,
92988,23839,79526,zip,TX,TX,Hermleigh,"Snyder, TX","$111,658.02","$122,750.16","$129,181.21","$123,684.14",,,,
92989,29623,79527,zip,TX,TX,Ira,"Snyder, TX",$nan,"$118,470.03","$120,057.04","$114,395.09",,,,
92991,25602,79529,zip,TX,TX,Knox City,,$nan,$nan,"$48,931.46","$52,152.46",,,,
92992,28837,79530,zip,TX,TX,Lawn,"Abilene, TX","$113,306.20","$134,193.39","$144,421.90","$143,150.53",,,,
92993,28458,79532,zip,TX,TX,Loraine,,$nan,$nan,"$80,331.93","$75,825.61",,,,
92997,12715,79536,zip,TX,TX,Merkel,"Abilene, TX","$105,695.25","$125,981.99","$144,260.18","$144,609.75",,,,
93002,20173,79541,zip,TX,TX,Ovalo,"Abilene, TX","$251,676.30","$297,395.76","$353,415.38","$353,920.40",,,,
93003,26122,79543,zip,TX,TX,Roby,,$nan,$nan,"$78,175.83","$78,734.36",,,,
93004,29919,79544,zip,TX,TX,Rochester,,$nan,$nan,"$35,524.45","$39,885.47",,,,
93005,18940,79545,zip,TX,TX,Roscoe,"Sweetwater, TX","$88,969.43","$99,190.10","$104,880.96","$111,152.00",,,,
93006,18533,79546,zip,TX,TX,Rotan,,$nan,$nan,"$54,165.01","$54,556.99",,,,
93007,28301,79547,zip,TX,TX,Rule,,$nan,$nan,"$38,444.91","$45,998.44",,,,
93009,7550,79549,zip,TX,TX,Snyder,"Snyder, TX","$94,608.39","$101,280.19","$103,916.67","$101,863.79",,,,
93011,15831,79553,zip,TX,TX,Stamford,"Abilene, TX","$54,830.29","$57,097.06","$60,843.34","$59,659.43",,,,
93012,8884,79556,zip,TX,TX,Sweetwater,"Sweetwater, TX","$71,497.45","$77,600.26","$79,479.21","$82,188.07",,,,
93014,23489,79561,zip,TX,TX,Trent,,"$98,895.68","$111,693.94","$122,757.65","$124,205.11",,,,
93015,16489,79562,zip,TX,TX,Ovalo,"Abilene, TX","$269,760.22","$302,318.39","$340,622.73","$343,588.67",,,,
93016,23386,79563,zip,TX,TX,Tye,"Abilene, TX","$75,374.56","$88,379.79","$102,320.92","$99,548.96",,,,
93017,29255,79565,zip,TX,TX,Colorado City,,$nan,$nan,"$110,181.73","$105,761.20",,,,
93019,15933,79567,zip,TX,TX,Winters,,"$53,738.79","$58,663.03","$62,327.04","$56,861.92",,,,
93020,4269,79601,zip,TX,TX,Abilene,"Abilene, TX","$135,853.58","$153,715.44","$172,187.67","$177,897.91",$nan,"$1,263.23","$1,307.00","$1,409.87"
93021,4481,79602,zip,TX,TX,Abilene,"Abilene, TX","$184,403.63","$204,703.93","$232,444.72","$238,550.52",$nan,$nan,"$1,414.47","$1,445.06"
93022,5057,79603,zip,TX,TX,Abilene,"Abilene, TX","$88,000.16","$103,137.73","$115,555.81","$119,782.07",,,,
93024,3906,79605,zip,TX,TX,Abilene,"Abilene, TX","$119,267.57","$134,658.99","$150,621.19","$156,279.22",$731.65,$781.67,$860.44,$899.15
93025,4300,79606,zip,TX,TX,Abilene,"Abilene, TX","$209,057.69","$229,891.32","$260,301.01","$266,938.54",$709.45,$798.70,$855.66,$851.49
93031,3721,79701,zip,TX,TX,Midland,"Midland, TX","$184,815.36","$180,974.85","$181,511.63","$179,054.93",$nan,$nan,$nan,"$1,900.00"
93033,5306,79703,zip,TX,TX,Midland,"Midland, TX","$201,843.70","$200,747.17","$202,995.44","$201,592.07",$nan,$854.73,$969.45,"$1,087.03"
93035,1719,79705,zip,TX,TX,Midland,"Midland, TX","$306,628.81","$303,913.08","$314,564.46","$317,346.50","$1,175.30","$1,144.17","$1,241.81","$1,351.84"
93036,3733,79706,zip,TX,TX,Midland,"Midland, TX","$327,243.81","$320,351.14","$325,024.04","$323,399.35",$nan,"$1,437.01","$1,517.34","$1,617.95"
93037,2642,79707,zip,TX,TX,Midland,"Midland, TX","$365,605.44","$362,197.99","$376,104.59","$378,847.33","$1,342.75","$1,191.57","$1,289.48","$1,392.12"
93042,28606,79713,zip,TX,TX,Ackerly,"Midland, TX",$nan,$nan,"$209,660.48","$196,855.60",,,,
93043,6656,79714,zip,TX,TX,Andrews,"Andrews, TX","$187,993.56","$198,374.00","$203,961.78","$200,985.25",,,,
93045,31805,79719,zip,TX,TX,Barstow,,$nan,$nan,$nan,"$49,027.68",,,,
93046,2984,79720,zip,TX,TX,Big Spring,"Big Spring, TX","$118,369.40","$118,198.10","$115,681.35","$113,839.38",,,,
93049,13674,79731,zip,TX,TX,Crane,,"$115,331.93","$131,956.85","$142,329.82","$144,086.18",,,,
93051,19244,79734,zip,TX,TX,Fort Davis,,"$153,307.73","$173,294.89","$192,237.19","$201,023.69",,,,
93052,8816,79735,zip,TX,TX,Fort Stockton,,"$124,354.27","$143,727.53","$136,646.97","$133,359.46",,,,
93054,24317,79739,zip,TX,TX,Garden City,,$nan,$nan,"$169,377.09","$164,772.24",,,,
93057,21291,79742,zip,TX,TX,Grandfalls,,$nan,$nan,$nan,"$61,666.51",,,,
93060,11623,79745,zip,TX,TX,Kermit,,"$87,102.77","$99,144.07","$98,218.93","$93,371.04",,,,
93066,9834,79756,zip,TX,TX,Monahans,,"$138,728.91","$150,123.50","$151,433.00","$138,887.23",,,,
93067,14048,79758,zip,TX,TX,Odessa,"Odessa, TX","$302,224.25","$321,799.17","$324,867.02","$325,145.57",,,,
93070,3261,79761,zip,TX,TX,Odessa,"Odessa, TX","$156,292.83","$156,434.20","$152,200.62","$152,129.56",$891.33,$883.56,$976.44,"$1,110.02"
93071,1846,79762,zip,TX,TX,Odessa,"Odessa, TX","$212,134.00","$211,597.51","$211,077.89","$211,613.18",$nan,$916.41,"$1,006.54","$1,148.71"
93072,2443,79763,zip,TX,TX,Odessa,"Odessa, TX","$162,417.43","$161,002.42","$156,149.34","$154,226.48",,,,
93073,4424,79764,zip,TX,TX,Odessa,"Odessa, TX","$176,857.75","$175,788.33","$171,041.65","$172,524.53",,,,
93074,6855,79765,zip,TX,TX,Midland,"Odessa, TX","$288,505.66","$289,981.60","$291,247.99","$293,351.66",$nan,"$1,256.20","$1,430.45","$1,551.00"
93075,10639,79766,zip,TX,TX,Odessa,"Odessa, TX","$231,465.66","$233,845.61","$231,695.39","$231,727.16",,,,
93079,8487,79772,zip,TX,TX,Pecos,"Pecos, TX","$104,351.13","$116,002.33","$109,287.31","$100,878.76",,,,
93085,13529,79782,zip,TX,TX,Stanton,"Midland, TX","$179,101.36","$182,985.53","$185,434.75","$186,610.31",,,,
93089,17759,79788,zip,TX,TX,,,$nan,$nan,"$55,419.15","$56,471.07",,,,
93091,11911,79821,zip,TX,TX,Anthony,"El Paso, TX","$135,976.10","$152,357.01","$176,686.67","$186,958.60",,,,
93092,10743,79830,zip,TX,TX,Alpine,,"$178,355.00","$204,532.39","$235,370.23","$236,257.32",,,,
93096,9175,79835,zip,TX,TX,,"El Paso, TX","$124,048.60","$139,150.68","$162,895.12","$170,562.14",,,,
93097,11526,79836,zip,TX,TX,Clint,"El Paso, TX","$121,417.54","$135,180.90","$153,319.34","$160,844.95",,,,
93099,13171,79838,zip,TX,TX,Fabens,"El Paso, TX","$100,068.08","$111,573.06","$121,925.71","$128,411.74",,,,
93101,31272,79842,zip,TX,TX,Marathon,,$nan,$nan,"$141,755.96","$137,738.10",,,,
93102,17893,79843,zip,TX,TX,Marfa,,"$168,158.48","$212,066.80","$279,067.10","$277,504.59",,,,
93103,15054,79845,zip,TX,TX,Presidio,,$nan,$nan,"$89,696.41","$87,256.14",,,,
93106,31582,79848,zip,TX,TX,Sanderson,,$nan,"$87,566.98","$83,846.57","$84,768.27",,,,
93107,7696,79849,zip,TX,TX,San Elizario,"El Paso, TX","$102,737.08","$116,231.05","$131,390.15","$140,636.03",,,,
93109,30453,79852,zip,TX,TX,Terlingua,,$nan,$nan,"$274,991.34","$268,038.36",,,,
93110,16977,79853,zip,TX,TX,Tornillo,"El Paso, TX","$106,326.37","$117,414.00","$130,647.86","$138,305.80",,,,
93112,18537,79855,zip,TX,TX,Van Horn,,$nan,$nan,"$86,736.07","$88,426.67",,,,
93113,10630,79901,zip,TX,TX,El Paso,"El Paso, TX","$73,919.57","$84,585.82","$92,489.57","$105,288.28",,,,
93114,6329,79902,zip,TX,TX,El Paso,"El Paso, TX","$200,712.41","$223,080.43","$254,791.70","$266,683.55",$nan,$nan,$881.59,$974.74
93115,7541,79903,zip,TX,TX,El Paso,"El Paso, TX","$112,511.04","$126,969.58","$141,577.81","$151,759.80",,,,
93116,3346,79904,zip,TX,TX,El Paso,"El Paso, TX","$115,114.02","$132,642.95","$152,615.17","$162,335.26",$nan,$nan,"$1,042.63","$1,048.05"
93117,5732,79905,zip,TX,TX,El Paso,"El Paso, TX","$91,615.80","$103,071.10","$115,309.11","$127,781.90",,,,
93119,888,79907,zip,TX,TX,El Paso,"El Paso, TX","$107,687.45","$121,313.60","$136,455.47","$148,919.78",,,,
93122,10403,79911,zip,TX,TX,El Paso,"El Paso, TX","$262,773.76","$294,387.29","$337,028.07","$347,745.55",,,,
93123,117,79912,zip,TX,TX,El Paso,"El Paso, TX","$210,562.07","$236,907.55","$270,862.91","$283,254.46",$nan,$nan,"$1,676.06","$1,710.47"
93126,2339,79915,zip,TX,TX,El Paso,"El Paso, TX","$104,267.68","$119,075.05","$133,313.99","$143,711.60",,,,
93131,11175,79922,zip,TX,TX,El Paso,"El Paso, TX","$254,537.69","$286,554.94","$328,893.26","$347,072.92",,,,
93133,457,79924,zip,TX,TX,El Paso,"El Paso, TX","$119,524.71","$135,425.88","$154,858.77","$164,729.74",,,,
93134,1858,79925,zip,TX,TX,El Paso,"El Paso, TX","$163,399.70","$182,213.23","$201,715.81","$210,364.85",,,,
93136,1793,79927,zip,TX,TX,Socorro,"El Paso, TX","$120,549.16","$137,188.76","$159,386.26","$170,765.11",,,,
93137,92,79928,zip,TX,TX,Horizon City,"El Paso, TX","$164,380.49","$186,957.87","$220,425.89","$229,889.03",$nan,$nan,"$1,554.89","$1,585.46"
93139,4029,79930,zip,TX,TX,El Paso,"El Paso, TX","$112,380.13","$127,157.53","$143,350.20","$153,799.95","$1,007.16","$1,074.45","$1,282.13","$1,361.13"
93141,3884,79932,zip,TX,TX,El Paso,"El Paso, TX","$203,905.91","$232,620.47","$271,611.46","$283,949.13",$nan,$nan,"$1,597.93","$1,650.49"
93142,4637,79934,zip,TX,TX,El Paso,"El Paso, TX","$162,421.90","$183,221.40","$213,774.00","$224,277.64",$nan,"$1,186.05","$1,469.76","$1,628.75"
93143,6792,79935,zip,TX,TX,El Paso,"El Paso, TX","$167,947.28","$183,566.63","$207,415.96","$217,497.57",$nan,$nan,"$1,080.00","$1,087.23"
93144,6,79936,zip,TX,TX,El Paso,"El Paso, TX","$150,808.72","$167,137.44","$189,236.65","$199,685.02",$nan,"$1,178.82","$1,304.13","$1,406.34"
93146,54,79938,zip,TX,TX,El Paso,"El Paso, TX","$171,762.34","$194,268.13","$227,016.80","$236,108.59","$1,267.89","$1,411.72","$1,574.04","$1,655.60"
93194,6041,80002,zip,CO,CO,Arvada,"Denver-Aurora-Lakewood, CO","$497,679.42","$560,708.94","$605,502.08","$593,198.73","$1,735.09","$1,885.78","$2,159.98","$2,223.49"
93195,2268,80003,zip,CO,CO,Westminster,"Denver-Aurora-Lakewood, CO","$464,319.44","$511,777.94","$554,630.75","$546,456.88","$1,547.61","$1,680.99","$1,868.67","$1,911.05"
93196,2877,80004,zip,CO,CO,Arvada,"Denver-Aurora-Lakewood, CO","$529,055.56","$582,319.64","$626,105.27","$617,034.49","$1,786.89","$1,954.82","$2,170.89","$2,199.44"
93197,3778,80005,zip,CO,CO,,"Denver-Aurora-Lakewood, CO","$568,005.03","$635,933.91","$686,387.40","$673,146.88",$nan,$nan,$nan,"$2,077.03"
93199,7050,80007,zip,CO,CO,Arvada,"Denver-Aurora-Lakewood, CO","$707,357.04","$807,539.72","$898,281.40","$881,599.97",$nan,$nan,$nan,"$3,023.67"
93200,1842,80010,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$342,770.52","$382,644.49","$419,201.50","$412,991.89","$1,245.69","$1,319.35","$1,471.24","$1,570.10"
93201,777,80011,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$361,887.47","$401,330.40","$438,046.14","$432,486.75","$1,424.57","$1,513.24","$1,687.91","$1,749.99"
93202,694,80012,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$376,204.51","$420,313.02","$465,595.57","$460,225.98","$1,265.82","$1,357.04","$1,524.55","$1,561.12"
93203,167,80013,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$424,250.97","$465,203.32","$506,640.59","$498,271.79","$1,670.13","$1,826.73","$2,012.26","$1,998.23"
93204,1992,80014,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$402,631.30","$446,966.87","$496,553.49","$492,516.97","$1,553.33","$1,698.48","$1,875.59","$1,883.36"
93205,200,80015,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO","$490,251.69","$534,310.56","$589,478.39","$576,856.17","$2,079.75","$2,283.98","$2,505.23","$2,523.69"
93206,390,80016,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$627,151.90","$698,758.92","$793,684.32","$773,017.58","$1,581.75","$1,756.77","$1,967.86","$2,004.37"
93207,2184,80017,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$378,037.29","$419,824.67","$464,514.17","$458,581.33","$1,426.36","$1,553.66","$1,749.34","$1,773.60"
93208,8341,80018,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$462,765.49","$514,273.36","$582,758.09","$571,048.29",$nan,$nan,$nan,"$2,518.22"
93209,21525,80019,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO","$443,628.30","$500,648.09","$569,616.26","$566,389.70",$nan,$nan,$nan,"$2,778.52"
93210,695,80020,zip,CO,CO,Broomfield,"Denver-Aurora-Lakewood, CO","$485,191.06","$543,253.41","$600,607.02","$590,130.94","$1,826.98","$2,000.39","$2,191.55","$2,221.51"
93211,2926,80021,zip,CO,CO,Westminster,"Denver-Aurora-Lakewood, CO","$500,125.90","$557,024.06","$599,754.76","$582,013.91","$1,577.65","$1,732.59","$1,912.09","$1,907.89"
93212,555,80022,zip,CO,CO,,"Denver-Aurora-Lakewood, CO","$402,529.97","$458,382.80","$512,525.71","$497,002.75","$1,892.68","$2,070.03","$2,225.93","$2,301.79"
399640,4159,80023,zip,CO,CO,Broomfield,"Denver-Aurora-Lakewood, CO","$730,817.67","$828,582.00","$932,655.49","$908,753.04",$nan,"$1,948.79","$2,169.10","$2,154.56"
93215,2683,80026,zip,CO,CO,Lafayette,"Boulder, CO","$629,068.66","$696,133.77","$765,653.15","$743,169.52","$1,821.43","$1,954.30","$2,171.56","$2,200.48"
93216,2869,80027,zip,CO,CO,Louisville,"Boulder, CO","$730,569.75","$818,302.14","$909,166.72","$887,781.17","$1,804.38","$1,991.03","$2,224.83","$2,257.53"
93218,7367,80030,zip,CO,CO,Westminster,"Denver-Aurora-Lakewood, CO","$398,371.86","$441,825.53","$476,546.55","$466,173.74",$nan,"$1,222.53","$1,383.96","$1,392.75"
93219,2159,80031,zip,CO,CO,Westminster,"Denver-Aurora-Lakewood, CO","$454,541.28","$509,992.12","$560,064.19","$546,049.10","$1,769.27","$1,970.69","$2,133.81","$2,182.65"
93220,4177,80033,zip,CO,CO,Wheat Ridge,"Denver-Aurora-Lakewood, CO","$537,705.11","$599,668.15","$639,712.94","$627,351.27","$1,537.47","$1,663.66","$1,872.17","$1,932.63"
93233,27807,80101,zip,CO,CO,Agate,"Denver-Aurora-Lakewood, CO","$294,472.56","$389,500.89","$472,383.77","$447,191.74",,,,
93234,10744,80102,zip,CO,CO,,"Denver-Aurora-Lakewood, CO","$420,231.86","$504,074.07","$584,575.62","$571,742.52",,,,
93235,15842,80103,zip,CO,CO,Byers,"Denver-Aurora-Lakewood, CO","$381,550.02","$466,946.68","$568,055.88","$558,141.31",,,,
93236,3326,80104,zip,CO,CO,Castle Rock,"Denver-Aurora-Lakewood, CO","$499,513.64","$564,581.67","$633,136.49","$619,500.28","$1,797.59","$2,009.66","$2,162.35","$2,174.67"
93237,19549,80105,zip,CO,CO,Deer Trail,"Denver-Aurora-Lakewood, CO","$308,747.53","$364,377.78","$416,742.08","$400,187.13",,,,
93238,12983,80106,zip,CO,CO,Elbert,"Denver-Aurora-Lakewood, CO","$520,700.29","$633,857.79","$721,424.70","$703,729.39",,,,
93239,8295,80107,zip,CO,CO,Elizabeth,"Denver-Aurora-Lakewood, CO","$553,448.08","$640,153.01","$720,114.97","$702,951.98",,,,
93240,3125,80108,zip,CO,CO,Castle Pines,"Denver-Aurora-Lakewood, CO","$705,676.55","$803,221.41","$903,418.92","$879,725.65",$nan,$nan,"$2,374.54","$2,423.01"
93241,4868,80109,zip,CO,CO,Castle Rock,"Denver-Aurora-Lakewood, CO","$555,228.56","$620,342.64","$690,953.28","$673,489.82","$2,202.27","$2,365.83","$2,625.74","$2,702.70"
93242,4927,80110,zip,CO,CO,Sheridan,"Denver-Aurora-Lakewood, CO","$433,661.82","$480,452.68","$520,802.11","$508,717.01","$1,416.01","$1,504.67","$1,709.53","$1,752.03"
93243,3237,80111,zip,CO,CO,Greenwood Village,"Denver-Aurora-Lakewood, CO","$798,114.84","$899,133.49","$998,718.70","$974,504.17","$1,639.64","$1,796.49","$1,990.20","$2,042.52"
93244,2329,80112,zip,CO,CO,Englewood,"Denver-Aurora-Lakewood, CO","$586,802.95","$648,621.05","$713,337.25","$705,595.22","$1,662.68","$1,812.95","$2,029.06","$2,087.25"
93245,5438,80113,zip,CO,CO,Cherry Hills Village,"Denver-Aurora-Lakewood, CO","$529,359.14","$595,195.77","$663,911.62","$658,858.06","$1,469.25","$1,606.47","$1,784.94","$1,850.60"
93246,10811,80116,zip,CO,CO,Franktown,"Denver-Aurora-Lakewood, CO","$814,598.17","$947,997.56","$1,068,050.68","$1,036,093.29",,,,
93247,15361,80117,zip,CO,CO,Kiowa,"Denver-Aurora-Lakewood, CO","$487,762.31","$591,821.92","$665,621.05","$651,066.73",,,,
93248,12079,80118,zip,CO,CO,Larkspur,"Denver-Aurora-Lakewood, CO","$738,418.77","$853,292.05","$961,287.76","$932,582.20",,,,
93249,3751,80120,zip,CO,CO,Littleton,"Denver-Aurora-Lakewood, CO","$529,499.88","$588,768.48","$646,923.14","$633,720.59","$1,665.90","$1,774.24","$1,974.94","$1,990.42"
93250,6710,80121,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO","$585,035.54","$649,603.11","$710,229.06","$687,152.10",$nan,$nan,$nan,"$2,216.94"
93251,3158,80122,zip,CO,CO,Centennial,"Denver-Aurora-Lakewood, CO","$561,540.01","$617,404.07","$672,722.37","$663,580.47","$2,048.80","$2,201.29","$2,392.77","$2,490.46"
93252,1207,80123,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$557,434.29","$623,723.40","$684,034.59","$665,810.07","$1,525.33","$1,683.46","$1,894.34","$1,929.63"
93253,5084,80124,zip,CO,CO,Lone Tree,"Denver-Aurora-Lakewood, CO","$717,853.07","$793,586.16","$870,504.60","$846,728.42","$1,608.03","$1,783.43","$1,983.66","$2,030.34"
93254,7408,80125,zip,CO,CO,Littleton,"Denver-Aurora-Lakewood, CO","$628,690.02","$706,110.10","$789,574.17","$770,836.21",,,,
93255,1638,80126,zip,CO,CO,Highlands Ranch,"Denver-Aurora-Lakewood, CO","$651,721.22","$713,315.88","$786,395.46","$774,288.32","$2,218.51","$2,403.45","$2,630.28","$2,633.64"
93256,1615,80127,zip,CO,CO,Dakota Ridge,"Denver-Aurora-Lakewood, CO","$586,287.73","$652,696.46","$716,060.07","$706,069.38",$nan,"$1,804.19","$2,021.45","$2,090.44"
93257,2371,80128,zip,CO,CO,Columbine,"Denver-Aurora-Lakewood, CO","$523,636.25","$581,735.66","$629,911.32","$622,033.80","$1,675.25","$1,836.12","$2,042.29","$2,093.16"
93258,4129,80129,zip,CO,CO,Highlands Ranch,"Denver-Aurora-Lakewood, CO","$588,434.67","$638,302.08","$697,108.10","$692,232.17","$1,869.09","$1,993.95","$2,223.97","$2,288.29"
93259,5160,80130,zip,CO,CO,Highlands Ranch,"Denver-Aurora-Lakewood, CO","$601,667.73","$651,205.73","$711,153.96","$706,012.57","$2,114.64","$2,279.13","$2,507.38","$2,672.59"
93260,39809,80131,zip,CO,CO,Louviers,"Denver-Aurora-Lakewood, CO","$466,017.84","$506,516.01","$543,857.98","$535,041.73",,,,
93261,4111,80132,zip,CO,CO,Monument,"Colorado Springs, CO","$576,399.60","$664,928.17","$752,545.08","$735,856.83",$nan,$nan,"$2,372.73","$2,334.42"
93262,18365,80133,zip,CO,CO,Palmer Lake,"Colorado Springs, CO","$406,234.44","$460,368.22","$519,726.11","$519,134.92",,,,
93263,211,80134,zip,CO,CO,Parker,"Denver-Aurora-Lakewood, CO","$582,688.51","$641,988.97","$712,886.64","$701,846.14","$1,961.44","$2,134.34","$2,337.91","$2,409.72"
93264,10301,80135,zip,CO,CO,Sedalia,"Denver-Aurora-Lakewood, CO","$660,030.09","$764,319.37","$881,199.84","$869,398.26",,,,
93265,13949,80136,zip,CO,CO,Strasburg,"Denver-Aurora-Lakewood, CO","$420,479.89","$490,032.27","$556,180.29","$552,054.28",,,,
93266,14484,80137,zip,CO,CO,Watkins,"Denver-Aurora-Lakewood, CO","$474,508.77","$556,282.60","$623,501.22","$601,712.74",,,,
93267,3019,80138,zip,CO,CO,Parker,"Denver-Aurora-Lakewood, CO","$597,159.53","$671,000.25","$745,936.90","$729,351.99",$nan,"$1,868.65","$2,047.40","$2,079.95"
93279,7357,80202,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$628,587.49","$697,913.98","$763,653.36","$772,557.34","$2,017.40","$2,133.10","$2,324.97","$2,326.83"
93280,5682,80203,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$560,950.55","$636,448.42","$708,263.05","$684,721.62","$1,445.05","$1,507.40","$1,678.39","$1,675.35"
93281,2715,80204,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$434,438.18","$493,669.51","$564,644.93","$568,835.22","$1,732.04","$1,842.94","$2,052.64","$2,104.10"
93282,2762,80205,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$523,414.94","$591,233.77","$659,115.33","$644,218.08","$1,727.23","$1,861.68","$2,026.82","$2,048.95"
93283,4613,80206,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$854,446.01","$956,860.85","$1,068,506.44","$1,039,587.38","$1,675.90","$1,778.81","$1,975.50","$1,990.40"
93284,5508,80207,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$546,749.41","$600,667.69","$644,466.30","$633,723.27",$nan,"$2,112.40","$2,299.75","$2,344.09"
93286,5313,80209,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$893,312.95","$994,682.79","$1,117,149.71","$1,097,180.31","$1,938.69","$2,088.07","$2,321.75","$2,343.95"
93287,2346,80210,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$708,188.29","$786,339.19","$875,602.57","$869,193.08","$1,871.15","$1,996.17","$2,191.02","$2,264.30"
93288,2391,80211,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$620,563.79","$701,858.78","$785,963.61","$769,179.11","$1,815.28","$1,981.01","$2,183.35","$2,234.44"
93289,6120,80212,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$614,106.04","$686,407.41","$757,800.13","$745,320.68","$1,883.81","$2,042.74","$2,271.38","$2,325.23"
93290,4574,80214,zip,CO,CO,Lakewood,"Denver-Aurora-Lakewood, CO","$493,456.03","$554,058.64","$598,712.89","$586,281.20","$1,425.91","$1,527.31","$1,654.22","$1,711.51"
93291,6264,80215,zip,CO,CO,Lakewood,"Denver-Aurora-Lakewood, CO","$601,050.99","$668,522.23","$716,543.52","$705,950.88",$nan,"$1,623.63","$1,850.21","$1,925.56"
93292,6958,80216,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$332,301.79","$370,124.15","$400,462.23","$397,759.54","$1,720.73","$1,871.28","$2,030.82","$2,033.47"
93294,6366,80218,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$779,253.31","$884,886.61","$1,009,008.06","$990,646.24","$1,463.78","$1,514.09","$1,666.20","$1,676.49"
93295,341,80219,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO","$379,577.72","$413,243.63","$445,093.91","$442,590.14","$1,788.86","$1,917.34","$2,112.79","$2,138.42"
